time;joint;pos_x;pos_y;poz_z
59.628;11;0.328;0.489;1.186
59.640;11;0.328;0.489;1.186
59.659;11;0.328;0.489;1.186
59.676;11;0.327;0.487;1.157
59.693;11;0.327;0.487;1.157
59.709;11;0.324;0.486;1.131
59.724;11;0.324;0.486;1.131
59.741;11;0.321;0.485;1.109
59.760;11;0.321;0.485;1.109
59.776;11;0.315;0.486;1.088
59.796;11;0.315;0.486;1.088
59.812;11;0.311;0.487;1.073
59.828;11;0.311;0.487;1.073
59.840;11;0.311;0.487;1.073
59.857;11;0.311;0.487;1.073
59.875;11;0.311;0.487;1.073
59.893;11;0.311;0.487;1.073
59.911;11;0.311;0.487;1.073
59.934;11;0.311;0.487;1.073
59.947;11;0.311;0.487;1.073
59.962;11;0.311;0.487;1.073
59.974;11;0.311;0.487;1.073
59.992;11;0.311;0.487;1.073
60.008;11;0.311;0.487;1.073
60.026;11;0.311;0.487;1.073
60.043;11;0.311;0.487;1.073
60.061;11;0.311;0.487;1.073
60.079;11;0.311;0.487;1.073
60.090;11;0.311;0.487;1.073
60.107;11;0.311;0.487;1.073
60.125;11;0.311;0.487;1.073
60.144;11;0.311;0.487;1.073
60.159;11;0.311;0.487;1.073
60.178;11;0.311;0.487;1.073
60.189;11;0.311;0.487;1.073
60.208;11;0.311;0.487;1.073
60.224;11;0.311;0.487;1.073
60.242;11;0.311;0.487;1.073
60.259;11;0.311;0.487;1.073
60.280;11;0.311;0.487;1.073
60.294;11;0.311;0.487;1.073
60.306;11;0.311;0.487;1.073
60.324;11;0.311;0.487;1.073
60.341;11;0.311;0.487;1.073
60.359;11;0.311;0.487;1.073
60.377;11;0.311;0.487;1.073
60.394;11;0.311;0.487;1.073
60.413;11;0.311;0.487;1.073
60.428;11;0.311;0.487;1.073
60.441;11;0.311;0.487;1.073
60.458;11;0.311;0.487;1.073
60.482;11;0.311;0.487;1.073
60.500;11;0.311;0.487;1.073
60.514;11;0.311;0.487;1.073
60.526;11;0.311;0.487;1.073
60.566;11;0.311;0.487;1.073
60.578;11;0.311;0.487;1.073
60.598;11;0.311;0.487;1.073
60.619;11;0.311;0.487;1.073
60.642;11;0.311;0.487;1.073
60.659;11;0.311;0.487;1.073
60.668;11;0.311;0.487;1.073
60.681;11;0.311;0.487;1.073
60.692;11;0.311;0.487;1.073
60.708;11;0.311;0.487;1.073
60.726;11;0.311;0.487;1.073
60.742;11;0.311;0.487;1.073
60.760;11;0.311;0.487;1.073
60.779;11;0.311;0.487;1.073
60.794;11;0.311;0.487;1.073
60.811;11;0.311;0.487;1.073
60.823;11;0.311;0.487;1.073
60.840;11;0.311;0.487;1.073
60.858;11;0.311;0.487;1.073
60.875;11;0.311;0.487;1.073
60.892;11;0.311;0.487;1.073
60.910;11;0.311;0.487;1.073
60.927;11;0.311;0.487;1.073
60.945;11;0.311;0.487;1.073
60.983;11;0.311;0.487;1.073
60.992;11;0.311;0.487;1.073
61.003;11;0.311;0.487;1.073
61.012;11;0.311;0.487;1.073
61.023;11;0.311;0.487;1.073
61.031;11;0.311;0.487;1.073
61.047;11;0.311;0.487;1.073
61.056;11;0.311;0.487;1.073
61.065;11;0.311;0.487;1.073
61.073;11;0.311;0.487;1.073
61.083;11;0.311;0.487;1.073
61.090;11;0.311;0.487;1.073
