time;joint;pos_x;pos_y;poz_z
55.087;11;0.359;1.001;1.503
55.093;11;0.359;1.001;1.503
55.103;11;0.359;1.001;1.503
55.111;11;0.359;1.001;1.503
55.119;11;0.359;1.001;1.503
55.128;11;0.358;1.001;1.503
55.137;11;0.358;1.001;1.503
55.145;11;0.358;1.001;1.503
55.154;11;0.357;1.003;1.501
55.165;11;0.357;1.003;1.501
55.172;11;0.357;1.003;1.501
55.182;11;0.357;1.003;1.501
55.189;11;0.352;1.006;1.496
55.198;11;0.352;1.006;1.496
55.205;11;0.352;1.006;1.496
55.215;11;0.352;1.006;1.496
55.223;11;0.344;1.009;1.489
55.233;11;0.344;1.009;1.489
55.240;11;0.344;1.009;1.489
55.250;11;0.344;1.009;1.489
55.258;11;0.332;1.011;1.473
55.268;11;0.332;1.011;1.473
55.275;11;0.332;1.011;1.473
55.285;11;0.332;1.011;1.473
55.292;11;0.325;1.012;1.462
55.302;11;0.325;1.012;1.462
55.309;11;0.325;1.012;1.462
55.319;11;0.325;1.012;1.462
55.327;11;0.316;1.012;1.450
55.337;11;0.316;1.012;1.450
55.345;11;0.316;1.012;1.450
55.353;11;0.299;1.004;1.419
55.364;11;0.299;1.004;1.419
55.371;11;0.299;1.004;1.419
55.381;11;0.299;1.004;1.419
55.387;11;0.288;0.999;1.410
55.398;11;0.288;0.999;1.410
55.405;11;0.288;0.999;1.410
55.414;11;0.288;0.999;1.410
55.421;11;0.280;0.993;1.404
55.432;11;0.280;0.993;1.404
55.440;11;0.280;0.993;1.404
55.449;11;0.280;0.993;1.404
55.457;11;0.271;0.987;1.403
55.466;11;0.271;0.987;1.403
55.474;11;0.271;0.987;1.403
55.483;11;0.271;0.987;1.403
55.491;11;0.261;0.982;1.399
55.502;11;0.261;0.982;1.399
55.510;11;0.261;0.982;1.399
55.519;11;0.261;0.982;1.399
55.528;11;0.257;0.977;1.396
55.536;11;0.257;0.977;1.396
55.543;11;0.257;0.977;1.396
55.553;11;0.254;0.972;1.392
55.565;11;0.254;0.972;1.392
55.572;11;0.254;0.972;1.392
55.580;11;0.254;0.972;1.392
55.588;11;0.253;0.970;1.389
55.598;11;0.253;0.970;1.389
55.604;11;0.253;0.970;1.389
55.615;11;0.253;0.970;1.389
55.623;11;0.250;0.965;1.385
55.632;11;0.250;0.965;1.385
55.639;11;0.250;0.965;1.385
55.648;11;0.246;0.959;1.379
55.655;11;0.246;0.959;1.379
55.665;11;0.246;0.959;1.379
55.673;11;0.246;0.959;1.379
55.682;11;0.246;0.959;1.379
55.689;11;0.242;0.954;1.374
55.700;11;0.242;0.954;1.374
55.706;11;0.242;0.954;1.374
55.717;11;0.242;0.954;1.374
55.723;11;0.239;0.951;1.371
55.734;11;0.239;0.951;1.371
55.742;11;0.239;0.951;1.371
55.752;11;0.148;0.940;1.363
55.758;11;0.148;0.940;1.363
55.768;11;0.148;0.940;1.363
55.779;11;0.148;0.940;1.363
55.786;11;0.192;0.943;1.361
55.794;11;0.192;0.943;1.361
55.802;11;0.192;0.943;1.361
55.812;11;0.192;0.943;1.361
55.852;11;0.200;0.943;1.357
55.859;11;0.210;0.949;1.353
55.865;11;0.210;0.949;1.353
55.870;11;0.210;0.949;1.353
55.878;11;0.210;0.949;1.353
55.884;11;0.215;0.952;1.351
55.890;11;0.215;0.952;1.351
55.896;11;0.215;0.952;1.351
55.901;11;0.215;0.952;1.351
55.907;11;0.215;0.952;1.351
55.915;11;0.218;0.953;1.350
55.921;11;0.218;0.953;1.350
55.928;11;0.218;0.953;1.350
55.937;11;0.218;0.953;1.350
55.944;11;0.218;0.953;1.350
55.952;11;0.220;0.954;1.349
55.959;11;0.220;0.954;1.349
55.969;11;0.220;0.954;1.349
55.982;11;0.220;0.954;1.349
55.990;11;0.221;0.954;1.349
55.999;11;0.221;0.954;1.349
56.006;11;0.221;0.954;1.349
56.016;11;0.221;0.954;1.349
56.023;11;0.230;0.973;1.353
56.033;11;0.230;0.973;1.353
56.043;11;0.230;0.973;1.353
56.054;11;0.230;0.973;1.353
56.063;11;0.233;0.994;1.353
56.069;11;0.233;0.994;1.353
56.078;11;0.233;0.994;1.353
56.088;11;0.233;0.994;1.353
56.103;11;0.228;1.036;1.352
56.118;11;0.228;1.036;1.352
56.130;11;0.210;1.083;1.364
56.145;11;0.210;1.083;1.364
56.161;11;0.216;1.131;1.376
56.175;11;0.216;1.131;1.376
56.189;11;0.216;1.131;1.376
56.197;11;0.214;1.156;1.385
56.210;11;0.214;1.156;1.385
56.225;11;0.206;1.182;1.422
56.240;11;0.206;1.182;1.422
56.258;11;0.196;1.205;1.440
56.273;11;0.196;1.205;1.440
56.283;11;0.196;1.205;1.440
56.297;11;0.192;1.219;1.451
56.312;11;0.192;1.219;1.451
56.330;11;0.189;1.228;1.460
56.342;11;0.189;1.228;1.460
56.355;11;0.189;1.228;1.460
56.365;11;0.188;1.236;1.467
56.374;11;0.188;1.236;1.467
56.388;11;0.188;1.236;1.467
56.396;11;0.187;1.241;1.473
56.408;11;0.187;1.241;1.473
56.421;11;0.188;1.243;1.478
56.428;11;0.188;1.243;1.478
56.440;11;0.188;1.243;1.478
56.455;11;0.188;1.243;1.478
56.464;11;0.190;1.242;1.483
56.475;11;0.190;1.242;1.483
56.489;11;0.190;1.242;1.483
56.496;11;0.193;1.240;1.486
56.509;11;0.193;1.240;1.486
56.522;11;0.195;1.237;1.488
56.528;11;0.195;1.237;1.488
56.542;11;0.195;1.237;1.488
56.555;11;0.195;1.237;1.488
56.562;11;0.197;1.233;1.489
56.575;11;0.197;1.233;1.489
56.587;11;0.198;1.230;1.489
56.594;11;0.198;1.230;1.489
56.608;11;0.198;1.230;1.489
56.621;11;0.199;1.227;1.489
56.628;11;0.199;1.227;1.489
56.640;11;0.199;1.227;1.489
56.654;11;0.199;1.227;1.489
56.661;11;0.199;1.224;1.487
56.674;11;0.199;1.224;1.487
56.686;11;0.199;1.222;1.485
56.694;11;0.199;1.222;1.485
56.708;11;0.199;1.222;1.485
56.720;11;0.198;1.220;1.483
56.727;11;0.198;1.220;1.483
56.740;11;0.198;1.220;1.483
56.753;11;0.198;1.220;1.483
56.760;11;0.197;1.219;1.481
56.773;11;0.197;1.219;1.481
56.786;11;0.196;1.218;1.479
56.793;11;0.196;1.218;1.479
56.806;11;0.196;1.218;1.479
56.818;11;0.195;1.217;1.478
56.825;11;0.195;1.217;1.478
56.838;11;0.195;1.217;1.478
56.846;11;0.195;1.217;1.478
56.858;11;0.194;1.216;1.477
56.870;11;0.194;1.216;1.477
56.878;11;0.194;1.216;1.477
56.890;11;0.193;1.215;1.475
56.902;11;0.193;1.215;1.475
56.910;11;0.193;1.215;1.475
56.922;11;0.193;1.215;1.473
56.934;11;0.193;1.215;1.473
56.941;11;0.193;1.215;1.473
56.954;11;0.193;1.215;1.473
56.960;11;0.193;1.214;1.471
56.973;11;0.193;1.214;1.471
56.985;11;0.193;1.214;1.471
56.992;11;0.195;1.212;1.466
57.004;11;0.195;1.212;1.466
57.011;11;0.201;1.206;1.458
57.023;11;0.201;1.206;1.458
57.036;11;0.201;1.206;1.458
57.042;11;0.201;1.206;1.458
57.055;11;0.201;1.206;1.458
57.069;11;0.223;1.176;1.452
57.079;11;0.223;1.176;1.452
57.092;11;0.240;1.149;1.451
57.104;11;0.240;1.149;1.451
57.118;11;0.240;1.149;1.451
57.131;11;0.240;1.149;1.451
57.141;11;0.257;1.112;1.456
57.155;11;0.257;1.112;1.456
57.168;11;0.263;1.096;1.458
57.197;11;0.263;1.096;1.458
57.265;11;0.263;1.096;1.458
57.321;11;0.280;1.001;1.466
57.351;11;0.288;0.879;1.483
57.382;11;0.288;0.784;1.506
57.394;11;0.280;0.749;1.531
57.406;11;0.280;0.749;1.531
57.420;11;0.280;0.749;1.531
57.430;11;0.275;0.733;1.548
57.441;11;0.275;0.733;1.548
57.453;11;0.275;0.733;1.548
57.466;11;0.268;0.725;1.565
57.475;11;0.268;0.725;1.565
57.486;11;0.268;0.725;1.565
57.493;11;0.262;0.720;1.577
57.505;11;0.262;0.720;1.577
57.516;11;0.262;0.720;1.577
57.522;11;0.259;0.724;1.585
57.534;11;0.259;0.724;1.585
57.541;11;0.259;0.724;1.585
57.554;11;0.259;0.724;1.585
57.563;11;0.257;0.735;1.587
57.574;11;0.257;0.735;1.587
57.586;11;0.257;0.735;1.587
57.595;11;0.256;0.743;1.586
57.605;11;0.256;0.743;1.586
57.617;11;0.256;0.743;1.586
57.625;11;0.257;0.749;1.584
57.636;11;0.257;0.749;1.584
57.645;11;0.257;0.749;1.584
57.657;11;0.257;0.749;1.584
57.669;11;0.258;0.755;1.579
57.679;11;0.258;0.755;1.579
57.689;11;0.258;0.755;1.579
57.700;11;0.260;0.760;1.573
57.712;11;0.260;0.760;1.573
57.721;11;0.260;0.760;1.573
57.731;11;0.262;0.763;1.567
57.740;11;0.262;0.763;1.567
57.753;11;0.262;0.763;1.567
57.761;11;0.263;0.765;1.563
57.771;11;0.263;0.765;1.563
57.784;11;0.263;0.765;1.563
57.792;11;0.264;0.767;1.559
57.803;11;0.264;0.767;1.559
57.813;11;0.264;0.767;1.559
57.823;11;0.264;0.767;1.559
57.835;11;0.264;0.768;1.557
57.844;11;0.264;0.768;1.557
57.855;11;0.264;0.768;1.557
57.865;11;0.264;0.768;1.555
57.873;11;0.264;0.768;1.555
57.886;11;0.264;0.768;1.555
57.894;11;0.262;0.764;1.555
57.907;11;0.262;0.764;1.555
57.919;11;0.262;0.764;1.555
57.930;11;0.262;0.764;1.555
57.940;11;0.253;0.749;1.560
57.959;11;0.253;0.749;1.560
57.967;11;0.245;0.735;1.567
57.977;11;0.245;0.735;1.567
57.987;11;0.233;0.717;1.574
57.995;11;0.233;0.717;1.574
58.005;11;0.233;0.717;1.574
58.017;11;0.233;0.717;1.574
58.025;11;0.233;0.717;1.574
58.038;11;0.224;0.704;1.580
58.049;11;0.224;0.704;1.580
58.058;11;0.224;0.704;1.580
58.070;11;0.224;0.704;1.580
58.084;11;0.218;0.695;1.585
58.097;11;0.218;0.695;1.585
58.106;11;0.215;0.690;1.599
58.124;11;0.215;0.690;1.599
58.134;11;0.213;0.686;1.607
58.145;11;0.213;0.686;1.607
58.155;11;0.213;0.686;1.607
58.166;11;0.211;0.683;1.614
58.174;11;0.211;0.683;1.614
58.184;11;0.211;0.683;1.614
58.193;11;0.211;0.684;1.628
58.209;11;0.211;0.684;1.628
58.228;11;0.211;0.684;1.628
58.249;11;0.211;0.686;1.639
58.258;11;0.211;0.686;1.639
58.268;11;0.210;0.688;1.645
58.278;11;0.210;0.688;1.645
58.296;11;0.210;0.688;1.645
58.304;11;0.210;0.691;1.650
58.313;11;0.210;0.691;1.650
58.322;11;0.210;0.691;1.650
58.331;11;0.209;0.696;1.654
58.342;11;0.209;0.696;1.654
58.354;11;0.209;0.696;1.654
58.366;11;0.208;0.701;1.656
58.374;11;0.208;0.701;1.656
58.388;11;0.208;0.701;1.656
58.399;11;0.208;0.706;1.656
58.408;11;0.208;0.706;1.656
58.420;11;0.208;0.706;1.656
58.430;11;0.208;0.711;1.656
58.441;11;0.208;0.711;1.656
58.453;11;0.208;0.711;1.656
58.466;11;0.209;0.716;1.653
58.473;11;0.209;0.716;1.653
58.487;11;0.209;0.716;1.653
58.499;11;0.210;0.720;1.647
58.509;11;0.210;0.720;1.647
58.522;11;0.210;0.720;1.647
58.534;11;0.211;0.725;1.637
58.543;11;0.211;0.725;1.637
58.554;11;0.211;0.725;1.637
58.568;11;0.212;0.727;1.622
58.578;11;0.212;0.727;1.622
58.590;11;0.211;0.727;1.604
58.604;11;0.211;0.727;1.604
58.613;11;0.211;0.727;1.604
58.624;11;0.211;0.727;1.604
58.639;11;0.209;0.726;1.589
58.653;11;0.209;0.726;1.589
58.661;11;0.206;0.723;1.571
58.674;11;0.206;0.723;1.571
58.687;11;0.206;0.723;1.571
58.699;11;0.203;0.720;1.557
58.708;11;0.203;0.720;1.557
58.721;11;0.203;0.720;1.557
58.734;11;0.199;0.717;1.545
58.750;11;0.199;0.717;1.545
58.772;11;0.199;0.717;1.545
58.793;11;0.199;0.717;1.545
58.810;11;0.199;0.717;1.545
58.822;11;0.194;0.714;1.534
58.847;11;0.186;0.714;1.523
58.868;11;0.186;0.714;1.523
58.883;11;0.171;0.714;1.510
58.915;11;0.160;0.714;1.501
58.930;11;0.160;0.714;1.501
58.940;11;0.153;0.714;1.495
58.953;11;0.153;0.714;1.495
58.967;11;0.153;0.714;1.495
58.978;11;0.148;0.714;1.491
58.990;11;0.148;0.714;1.491
59.000;11;0.148;0.714;1.491
59.009;11;0.145;0.714;1.488
59.026;11;0.145;0.714;1.488
59.045;11;0.143;0.713;1.486
59.056;11;0.141;0.713;1.484
59.074;11;0.141;0.713;1.484
59.091;11;0.141;0.713;1.484
59.109;11;0.142;0.712;1.483
59.126;11;0.142;0.712;1.483
59.145;11;0.145;0.710;1.481
59.158;11;0.145;0.710;1.481
59.174;11;0.150;0.706;1.479
59.193;11;0.150;0.706;1.479
59.211;11;0.159;0.702;1.475
59.234;11;0.169;0.698;1.466
59.245;11;0.169;0.698;1.466
59.258;11;0.169;0.698;1.466
59.274;11;0.179;0.692;1.451
59.290;11;0.179;0.692;1.451
59.306;11;0.179;0.692;1.451
59.324;11;0.188;0.687;1.432
59.341;11;0.188;0.687;1.432
59.360;11;0.196;0.686;1.406
59.380;11;0.204;0.686;1.385
59.402;11;0.204;0.686;1.385
59.414;11;0.212;0.689;1.367
59.430;11;0.212;0.689;1.367
59.447;11;0.222;0.695;1.345
59.465;11;0.222;0.695;1.345
59.490;11;0.230;0.701;1.323
59.507;11;0.239;0.705;1.298
59.525;11;0.239;0.705;1.298
59.542;11;0.245;0.707;1.274
59.560;11;0.245;0.707;1.274
59.579;11;0.245;0.730;1.233
59.595;11;0.245;0.730;1.233
59.616;11;0.247;0.734;1.216
59.628;11;0.250;0.735;1.204
59.640;11;0.250;0.735;1.204
59.659;11;0.250;0.735;1.204
59.676;11;0.252;0.735;1.194
59.693;11;0.252;0.735;1.194
59.709;11;0.255;0.734;1.184
59.724;11;0.255;0.734;1.184
59.741;11;0.258;0.733;1.172
59.760;11;0.258;0.733;1.172
59.776;11;0.259;0.733;1.155
59.796;11;0.259;0.733;1.155
59.812;11;0.259;0.733;1.142
59.828;11;0.259;0.733;1.142
59.840;11;0.259;0.733;1.142
59.857;11;0.259;0.733;1.142
59.875;11;0.259;0.733;1.142
59.893;11;0.259;0.733;1.142
59.911;11;0.259;0.733;1.142
59.934;11;0.259;0.733;1.142
59.947;11;0.259;0.733;1.142
59.962;11;0.259;0.733;1.142
59.974;11;0.259;0.733;1.142
59.992;11;0.259;0.733;1.142
60.008;11;0.259;0.733;1.142
60.026;11;0.259;0.733;1.142
60.043;11;0.259;0.733;1.142
60.061;11;0.259;0.733;1.142
60.079;11;0.259;0.733;1.142
60.090;11;0.259;0.733;1.142
60.107;11;0.259;0.733;1.142
60.125;11;0.259;0.733;1.142
60.144;11;0.259;0.733;1.142
60.159;11;0.259;0.733;1.142
60.178;11;0.259;0.733;1.142
60.189;11;0.259;0.733;1.142
60.208;11;0.259;0.733;1.142
60.224;11;0.259;0.733;1.142
60.242;11;0.259;0.733;1.142
60.259;11;0.259;0.733;1.142
60.280;11;0.259;0.733;1.142
60.294;11;0.259;0.733;1.142
60.306;11;0.259;0.733;1.142
60.324;11;0.259;0.733;1.142
60.341;11;0.259;0.733;1.142
60.359;11;0.259;0.733;1.142
60.377;11;0.259;0.733;1.142
60.394;11;0.259;0.733;1.142
60.413;11;0.259;0.733;1.142
60.428;11;0.259;0.733;1.142
60.441;11;0.259;0.733;1.142
60.458;11;0.259;0.733;1.142
60.482;11;0.259;0.733;1.142
60.500;11;0.259;0.733;1.142
60.514;11;0.259;0.733;1.142
60.526;11;0.259;0.733;1.142
60.566;11;0.259;0.733;1.142
60.578;11;0.259;0.733;1.142
60.598;11;0.259;0.733;1.142
60.619;11;0.259;0.733;1.142
60.642;11;0.259;0.733;1.142
60.659;11;0.259;0.733;1.142
60.668;11;0.259;0.733;1.142
60.681;11;0.259;0.733;1.142
60.692;11;0.259;0.733;1.142
60.708;11;0.259;0.733;1.142
60.726;11;0.259;0.733;1.142
60.742;11;0.259;0.733;1.142
60.760;11;0.259;0.733;1.142
60.779;11;0.259;0.733;1.142
60.794;11;0.259;0.733;1.142
60.811;11;0.259;0.733;1.142
60.823;11;0.259;0.733;1.142
60.840;11;0.259;0.733;1.142
60.858;11;0.259;0.733;1.142
60.875;11;0.259;0.733;1.142
60.892;11;0.259;0.733;1.142
60.910;11;0.259;0.733;1.142
60.927;11;0.259;0.733;1.142
60.945;11;0.259;0.733;1.142
60.983;11;0.259;0.733;1.142
60.992;11;0.259;0.733;1.142
61.003;11;0.259;0.733;1.142
61.012;11;0.259;0.733;1.142
61.023;11;0.259;0.733;1.142
61.031;11;0.259;0.733;1.142
61.047;11;0.259;0.733;1.142
61.056;11;0.259;0.733;1.142
61.065;11;0.259;0.733;1.142
61.073;11;0.259;0.733;1.142
61.083;11;0.259;0.733;1.142
61.090;11;0.259;0.733;1.142
