time;joint;pos_x;pos_y;poz_z
55.087;11;0.568;1.026;1.398
55.093;11;0.568;1.026;1.398
55.103;11;0.568;1.026;1.398
55.111;11;0.568;1.026;1.398
55.119;11;0.568;1.026;1.398
55.128;11;0.566;1.032;1.396
55.137;11;0.566;1.032;1.396
55.145;11;0.566;1.032;1.396
55.154;11;0.562;1.038;1.388
55.165;11;0.562;1.038;1.388
55.172;11;0.562;1.038;1.388
55.182;11;0.562;1.038;1.388
55.189;11;0.549;1.047;1.358
55.198;11;0.549;1.047;1.358
55.205;11;0.549;1.047;1.358
55.215;11;0.549;1.047;1.358
55.223;11;0.529;1.051;1.322
55.233;11;0.529;1.051;1.322
55.240;11;0.529;1.051;1.322
55.250;11;0.529;1.051;1.322
55.258;11;0.481;1.053;1.297
55.268;11;0.481;1.053;1.297
55.275;11;0.481;1.053;1.297
55.285;11;0.481;1.053;1.297
55.292;11;0.437;1.056;1.271
55.302;11;0.437;1.056;1.271
55.309;11;0.437;1.056;1.271
55.319;11;0.437;1.056;1.271
55.327;11;0.388;1.060;1.243
55.337;11;0.388;1.060;1.243
55.345;11;0.388;1.060;1.243
55.353;11;0.339;1.066;1.206
55.364;11;0.339;1.066;1.206
55.371;11;0.339;1.066;1.206
55.381;11;0.339;1.066;1.206
55.387;11;0.288;1.059;1.192
55.398;11;0.288;1.059;1.192
55.405;11;0.288;1.059;1.192
55.414;11;0.288;1.059;1.192
55.421;11;0.239;1.049;1.189
55.432;11;0.239;1.049;1.189
55.440;11;0.239;1.049;1.189
55.449;11;0.239;1.049;1.189
55.457;11;0.175;1.053;1.157
55.466;11;0.175;1.053;1.157
55.474;11;0.175;1.053;1.157
55.483;11;0.175;1.053;1.157
55.491;11;0.114;1.040;1.158
55.502;11;0.114;1.040;1.158
55.510;11;0.114;1.040;1.158
55.519;11;0.114;1.040;1.158
55.528;11;0.081;1.020;1.180
55.536;11;0.081;1.020;1.180
55.543;11;0.081;1.020;1.180
55.553;11;0.036;0.993;1.197
55.565;11;0.036;0.993;1.197
55.572;11;0.036;0.993;1.197
55.580;11;0.036;0.993;1.197
55.588;11;0.039;0.969;1.232
55.598;11;0.039;0.969;1.232
